KEGGID	Name	GeneList
D04945	Blutal (TN), Chondroitin sulfate and iron colloid	 
D04946	Ferric pyrophosphate, soluble (JAN), Incremin (TN)	 
D04947	Mesterolone (USAN/INN)	367
D04948	Aspara K (TN), L-Aspartate potassium, Potassium L-aspartate (JAN), Potassium aspartate	 
D04949	Mesuprine hydrochloride (USAN)	 
D04950	Metabromsalan (USAN)	 
D04951	Metacresol (USP), m-Cresol	 
D04952	Aspara (TN), Potassium aspartate and magnesium aspartate (JAN/USAN)	 
D04953	Metalol hydrochloride (USAN)	154
D04954	Metaproterenol polistirex (USAN)	154
D04955	Sematilide hydrochloride (USAN)	3757
D04956	Elemenmic (TN), Ferric chloride, manganese chloride, zinc sulfate, cupric sulfate and potassium iodide	 
D04957	Elemate (TN), Ferric chloride, zinc sulfate, cupric sulfate and potassium iodide	 
D04958	Branched chain amino acids, L-Isoleucine, L-leucine and L-valine, L-Isoleucine, L-leucine and L-valine (JP17), Livact (TN)	 
D04959	Adelavin (TN), Liver extract and flavin adenine dinucleotide, Liver extract and flavin adenine dinucleotide sodium	 
D04960	Malt extract (JAN), Malt extract (TN)	 
D04961	Wine (JP17), Wine (TN)	 
D04962	Intrafat (TN), Soybean oil (JP17/USP)	 
D04963	Dextran 40 and glucose, Dextron (TN)	 
D04964	Metesind glucuronate (USAN)	7298
D04965	PZC intramuscular injection (TN), Perphenazine dihydrochloride, Perphenazine hydrochloride	1813
D04966	Metformin (USAN/INN)	5562, 5563
D04967	Carbazochrome, phytonadione and ascorbic acid, Ophthalm K (TN)	 
D04968	Wax, Yellow (NF), Yellow beewax (JP17), Yellow wax (TN)	 
D04969	Wax, white (NF), White beeswax (JP17), White wax (TN)	 
D04970	Methacholine chloride (JAN/USAN/INN), Provocholine (TN)	1128, 1129, 1131, 1132, 1133
D04971	Kollicoat MAE (TN), Methacrylic acid copolymer (NF)	 
D04972	Metacycline (INN), Methacycline (USAN)	 
D04973	Acetylmethadol (INN), Methadyl acetate (USAN)	4988
D04975	Methallibure (USAN/INN)	 
D04976	Methalthiazide (USAN)	 
D04977	Lowhepa (TN), Parnaparin sodium (JP17)	462
D04978	ACD-A (TN), ACD-A solution, Acid -Citrate -Dextrose solution, Sodium citrate hydrate, citric acid hydrate and glucose	 
D04979	Methdilazine (INN), Tacaryl (TN)	3269
D04980	Methdilazine hydrochloride (USP), Tacaryl hydrochloride (TN)	3269
D04981	Tham Set (TN), Tromethamol, sodium chloride and potassium chloride	 
D04982	Methetoin (USAN/INN)	 
D04983	DL-Methionine (JAN), Padameth (TN), Racemethionine (USAN)	 
D04984	Carbon-11 methionine, Methionine C 11	 
D04985	Methohexital (USP/INN)	2554
D04986	Methopholine (USAN)	 
D04987	Ammonium glycyrrhizate (USAN), Glycyron No.1 (TN), Monoammonium glycyrrhizinate (JAN)	3290
D04988	Methyl aminolevulinate hydrochloride (USAN), Metvixia (TN)	 
D04989	Methyl isobutyl ketone (NF)	 
D04990	Monoammonium glycyrrhizinate, glycine and L-cysteine hydrochloride, Stronger neo minophagen C (TN)	 
D04991	Heat spray (TN), Methyl nicotinate (USAN)	 
D04992	Methyl palmoxirate (USAN)	 
D04993	Glycyron (TN), Monoammonium glycyrrhizinate, glycine and DL-methionine	 
D04994	Leviden (TN), Liver hydrolysate	 
D04995	Delavan (TN), Methylbenzethonium chloride (USP)	 
D04996	Cologel (TN), Methylcellulose (JP17/USP/INN)	 
D04997	Aldomet (TN), Methyldopate hydrochloride (USP)	1644
D04999	Daytrana (TN), Methylphenidate (USAN/INN)	6530, 6531
D05000	Methylprednisolone hemisuccinate (USP), Methylprednisolone succinate (JP17)	2908
D05001	Methylprednisolone sodium phosphate (USAN)	2908
D05002	Methylprednisolone suleptanate (USAN/INN)	2908
D05003	Methynodiol diacetate (USAN)	5241
D05004	Metiamide (USAN/INN)	3274
D05005	Metioprim (USAN/INN)	 
D05006	Ellsyl (TN), Metizoline hydrochloride (USAN)	 
D05007	Metkephamid acetate (USAN)	4985
D05008	Clopra (TN), Metoclopramide hydrochloride (USAN), Metoclopramide hydrochloride monohydrate, Reglan (TN)	1813
D05009	Metogest (USAN/INN)	5241
D05010	Metopimazine (USAN/INN)	1813
D05011	Lopressor (TN), Metoprolol fumarate (USP)	153
D05012	Metoquizine (USAN/INN)	1128, 1129, 1131, 1132, 1133
D05013	Metoserpate hydrochloride (USAN)	 
D05014	Metreleptin (TN), Metreleptin (USAN/INN), Mettreleptin (genetical recombination) (JAN), Myalept (TN)	3953
D05015	Metrenperone (USAN/INN)	3356, 3357, 3358
D05016	Flagyl I.V. (TN), Metronidazole hydrochloride (USAN)	 
D05017	Metronidazole phosphate (USAN)	 
D05018	Meturedepa (USAN/INN)	 
D05019	Metopirone ditartrate (TN), Metyrapone tartrate (USAN)	1584
D05020	Mexrenoate potassium (USAN), Mexrenoate potassium dihydrate	4306
D05021	Mezlocillin (USAN/INN)	 
D05022	Mezlocillin sodium (USP)	 
D05023	Daimeton (TN), Sulfamonomethoxine hydrate (JP17)	 
D05024	Mibefradil dihydrochloride (USAN), Posicor (TN)	775, 776, 778, 779, 8911, 8912, 8913
D05025	Mibolerone (USP/INN)	367
D05026	Cefroxadine hydrate (JP17), Oraspor (TN)	 
D05027	Midaflur (USAN/INN)	 
D05028	Midazolam maleate (USAN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D05029	Midostaurin (JAN/USAN/INN), Rydapt (TN)	2322, 3791, 3815, 5156, 5159, 5578, 5579, 5582
D05030	Clenicor (TN), Mifobate (USAN/INN)	5468
D05031	Galafold (TN), Migalastat hydrochloride (JAN/USAN)	2717
D05032	Brazaves (TN), Miglustat (JAN/USAN/INN), Zavesca (TN)	7357
D05033	Milacemide hydrochloride (USAN)	4129
D05034	Apiracohl (TN), Todralazine hydrochloride hydrate (JP17)	 
D05035	Milameline hydrochloride (USAN)	1128, 1129, 1131, 1132, 1133
D05036	Milodistim (USAN/INN), Pixykine (TN)	1441, 3563
D05037	Caluyon (TN), Tretoquinol hydrate, Trimetoquinol hydrochloride hydrate (JP17)	154
D05038	Mimbane hydrochloride (USAN)	 
D05039	Cantor (TN), Minaprine (USAN/INN)	4128
D05040	Minaprine hydrochloride (USAN)	4128
D05041	Minaxolone (USAN/INN)	 
D05042	Balneol (TN), Liquid paraffin (JP17), Mineral oil (USP)	 
D05043	Light liquid paraffin (JP17), Mineral oil, light (NF)	 
D05044	Minocromil (USAN/INN)	 
D05045	MINO, Minocycline (USAN/INN)	 
D05046	Mioflazine hydrochloride (USAN)	 
D05048	Mirfentanil hydrochloride (USAN)	4988
D05049	Mirincamycin hydrochloride (USAN)	 
D05050	Mirisetron maleate (USAN)	170572, 200909, 285242, 3359, 9177
D05051	Mirostipen (USAN/INN)	 
D05052	Misonidazole (USAN/INN)	 
D05053	Mitemcinal fumarate (USAN)	2862
D05054	Mitindomide (USAN/INN)	7153, 7155
D05055	Mitocarcin (USAN)	 
D05056	Mitocromin (USAN)	 
D05057	Mitogillin (USAN/INN)	 
D05058	Mitomalcin (USAN/INN)	 
D05059	Mitosper (USAN/INN)	 
D05060	Mitratapide (USAN/INN)	4547
D05061	Mitumomab (USAN/INN)	 
D05062	Mivobulin isethionate (USAN)	10381, 10382, 10383, 203068, 347688, 347733, 7280, 81027, 84617
D05063	Mixidine (USAN/INN)	 
D05064	Modaline sulfate (USAN)	 
D05065	Modecainide (USAN/INN)	 
D05066	Molgramostim (USAN/INN)	1438
D05067	Molinazone (USAN/INN)	 
D05068	Coban (TN), Monensin (USP)	 
D05069	Monensin sodium (USP)	 
D05070	Mono- and di-glycerides (NF), Myverol (TN)	 
D05071	Mono- and di-acetylated monoglycerides, Myvacet (TN)	 
D05072	Benoquin (TN), Monobenzone (USP/INN)	 
D05073	Moctanin (TN), Monoctanoin (USAN)	 
D05074	Monoethanolamine (NF)	 
D05075	Monothioglycerol (NF)	 
D05076	Morantel tartrate (USP)	 
D05077	Moracizine (INN), Moricizine (USAN)	6331
D05078	Morniflumate (USAN)	 
D05079	Morrhuate sodium (USP)	 
D05080	Motexafin gadolinium (USAN), Xcytrin (TN)	 
D05081	Lutrin (TN), Motexafin lutetium (USAN)	 
D05082	Motretinide (USAN/INN), Tasmaderm (TN)	 
D05083	Moxazocine (USAN/INN)	 
D05084	Moxidectin (USAN/INN)	 
D05085	Moxilubant maleate (USAN)	1241, 56413
D05086	Moxnidazole (USAN/INN)	 
D05087	Cynt (TN), Moxonidine (USAN/INN)	150, 151, 152
D05089	Freeze-dried live attenuated mumps vaccine (JP17), Freeze-dried live attenuated mumps vaccine (TN)	 
D05090	Hemokine (TN), Muplestim (USAN/INN), Muplestim (genetical recombination) (JAN)	3563
D05091	Muraglitazar (USAN/INN)	5465, 5468
D05092	Muromonab-CD3 (JAN/USAN/INN), Orthoclone okt3 (TN)	915, 916, 917
D05093	Muzolimine (USAN/INN)	6557, 6558
D05094	Cellcept (TN), Mycophenolate mofetil hydrochloride (USAN)	3614, 3615
D05095	Mycophenolate sodium (USP), Myfortic (TN)	3614, 3615
D05096	Mycophenolic acid (TN), Mycophenolic acid (USAN/INN)	3614, 3615
D05097	Myristyl alcohol (NF)	 
D05098	Nabazenil (USAN/INN)	 
D05099	Cesamet (TN), Nabilone (USAN/INN)	1268, 1269
D05100	Nabitan hydrochloride (USAN)	 
D05101	Naboctate hydrochloride (USAN)	 
D05102	Nafenopin (USAN/INN)	 
D05103	Nafimidone hydrochloride (USAN)	 
D05104	Naflocort (USAN), Naflocort monohydrate	 
D05105	Nafomine malate (USAN)	 
D05106	Nafoxidine hydrochloride (USAN)	2099, 2100
D05107	Nafronyl oxalate (USAN), Naftidrofuryl oxalate, Praxilene (TN)	3356
D05108	Maretin (TN), Naftalofos (USAN/INN)	 
D05109	Nagrestipen (USAN/INN)	 
D05110	Nalidixate sodium (USAN), Nalidixate sodium monohydrate	 
D05111	Nalmefene (USAN/INN), Selincro (TN)	4985, 4986, 4988
D05112	Nalmexone hydrochloride (USAN)	 
D05113	Naltrexone (USAN/INN), Vivitrol (TN)	4985, 4986, 4988
D05114	Naminidil (USAN/INN)	10060, 3767, 6833
D05115	Namoxyrate (USAN/INN)	 
D05116	Nandrolone cyclotate (USAN)	367
D05117	Nantradol hydrochloride (USAN)	1268
D05118	Napactadine hydrochloride (USAN)	 
D05119	Napamezole hydrochloride (USAN)	150, 151, 152, 6530, 6531
D05120	Napitane mesylate (USAN)	6530
D05121	Naproxol (USAN/INN)	 
D05122	Monteban (TN), Narasin (USP/INN), Narasin A	 
D05123	Nasaruplase beta (USAN/INN), Prolyse (TN)	 
D05124	Naxagolide hydrochloride (USAN)	1813
D05125	Naxifylline (USAN/INN)	134
D05126	Centoxin (TN), Nebacumab (USAN/INN)	 
D05127	Nebivolol (USAN/INN)	153
D05128	Nebramycin (USAN)	 
D05129	Nedocromil (USAN/INN)	 
D05130	Nedocromil calcium (USAN)	 
D05131	Neflumozide hydrochloride (USAN)	 
D05133	Acupan (TN), Nefopam hydrochloride (USAN)	 
D05134	Arranon (TN), Nelarabine (JAN/USAN/INN), Nelzarabine (USAN)	 
D05135	Nelezaprine maleate (USAN)	 
D05137	Nemadectin (USAN/INN)	 
D05138	Nemazoline hydrochloride (USAN)	 
D05139	Nemifitide ditriflutate (USAN)	 
D05140	FRM, Fradiomycin B, Framycetin (INN), Neomycin B	 
D05141	Neomycin palmitate (USAN)	 
D05142	Neomycin undecylenate (USAN)	 
D05143	Nepafenac (JAN/USAN/INN), Nevanac (TN)	5742, 5743
D05144	Nequinate (USAN)	 
D05145	Neramexane mesylate (USAN)	2904
D05146	Nerelimomab (USAN/INN)	7124
D05147	Natrecor (TN), Nesiritide (USAN/INN)	4881
D05148	Nesiritide citrate (USAN)	4881
D05149	Netobimin (USAN/INN)	 
D05150	Netoglitazone (USAN/INN)	5468
D05152	Netupitant (USAN/INN)	6869
D05153	Neutramycin (USAN)	 
D05154	Nexeridine hydrochloride (USAN)	 
D05155	Nibroxane (USAN/INN)	 
D05156	Nicotine bitartrate (USAN), Nicotine bitartrate dihydrate	1134, 1135, 1136, 1137, 1138, 1139, 1140, 1141, 1142, 1143, 1144, 1145, 1146, 55584, 57053, 8973
D05157	Nicorette (TN), Nicotine polacrilex (USAN)	1134, 1135, 1136, 1137, 1138, 1139, 1140, 1141, 1142, 1143, 1144, 1145, 1146, 55584, 57053, 8973
D05158	Nicotinyl alcohol (USAN), Roniacol (TN)	 
D05159	Nifuraldezone (USAN/INN)	 
D05160	Nifuratrone (USAN/INN)	 
D05161	Nifurdazil (USAN/INN)	 
D05162	Nifurimide (USAN)	 
D05163	Nifurmerone (USAN/INN)	 
D05164	Nifurquinazol (USAN/INN)	 
D05165	Nifursemizone (USAN/INN)	 
D05166	Nifursol (USAN)	 
D05167	Nifurthiazole (USAN/INN)	 
D05168	Nimazone (USAN)	 
D05169	Nimidane (USAN/INN)	 
D05170	Niridazole (USAN/INN)	 
D05171	Nisbuterol mesylate (USAN)	 
D05172	Nisobamate (USAN/INN)	 
D05173	Nisoxetine (USAN/INN)	6530
D05174	Nisterime acetate (USAN)	367
D05175	Nitarsone (USAN/INN)	 
D05176	Aminitrozole (INN), Nithiamide (USAN)	 
D05177	Nitisinone (JAN/USAN/INN), Orfadin (TN)	3242
D05178	Nitrafudam hydrochloride (USAN)	 
D05179	Nitralamine hydrochloride (USAN)	 
D05180	Nitramisole hydrochloride (USAN)	 
D05181	Aspirin aluminum (JP17)	5742, 5743
D05182	Influenza HA vaccine (JP17)	 
D05183	Miraclid (TN), Ulinastatin (JP17)	1504, 1991, 440387, 5644, 5645, 5646
D05184	Nitrocycline (USAN/INN)	 
D05185	Nitrodan (USAN)	 
D05186	Orange oil (JP17/NF)	 
D05187	Freeze-dried gas gangrene antitoxin, equine (TN), Gas gangrene antitoxin, equine (JP17), Gas gangrene antitoxin, pentavalent	 
D05188	Nitromersol (USP)	 
D05189	Meditec (TN), Radiogenix (TN), Sodium pertechnetate (99mTc) (JP17), Sodium pertechnetate Tc 99m (USP), Technelite (TN), Ultra-technekow (TN)	 
D05190	Carnauba wax (JP17), Wax, carnauba (NF)	 
D05191	Nitromide (USAN)	 
D05192	Nitromifene citrate (USAN)	2099, 2100
D05193	Nitroscanate (USAN/INN)	 
D05194	Nivacortol (INN), Nivazol (USAN)	2908
D05195	Nivimedone sodium (USAN)	 
D05196	Noberastine (USAN/INN)	3269
D05197	Nocodazole (USAN/INN)	 
D05198	Nogalamycin (USAN/INN)	 
D05199	Nolinium bromide (USAN/INN)	 
D05200	Merital (TN), Nomifensine maleate (USAN)	6530
D05201	Benefix (TN), Nonacog alfa (USAN/INN), Nonacog alfa (genetical recombination) (JAN)	 
D05203	Noracymethadol hydrochloride (USAN)	 
D05204	Norbolethone (USAN)	 
D05205	Norelgestromin (USAN/INN)	5241
D05206	Levophed (TN), Norepinephrine bitartrate (USP)	146, 147, 148, 150, 151, 152, 153, 154, 155
D05207	Norethynodrel (USP), Noretynodrel (INN)	5241
D05208	Norflurane (USAN/INN)	 
D05209	Norgestimate (USP/INN)	5241
D05210	Norgestomet (USAN/INN)	 
D05211	Nufenoxole (USAN/INN)	 
D05212	Nilestriol (INN), Nylestriol (USAN)	 
D05213	Nifluridide (USAN)	 
D05214	Colloidial oatmeal (USP), Oatmeal, colloidal	 
D05215	Obidoxime chloride (USAN)	43
D05216	Genasense (TN), Oblimersen sodium (USAN)	596
D05217	Ocfentanil hydrochloride (USAN)	4988
D05218	Ocrelizumab (USAN), Ocrelizumab (genetical recombination) (JAN), Ocrevus (TN)	931
D05219	Ocrylate (USAN/INN)	 
D05220	Caprylic acid (NF), Octanoic acid (USAN/INN)	 
D05221	Octazamide (USAN/INN)	 
D05222	Octenidine hydrochloride (USAN)	 
D05223	Octenidine saccharin (USAN)	 
D05224	Octicizer (USAN)	 
D05225	Octinoxate (USP/INN), Octyl methoxycinnamate, Parsol (TN)	 
D05226	Octisalate (USP/INN), Octyl salicylate, Uvinul (TN)	 
D05227	Octocrilene (INN), Octocrylene (USP)	 
D05228	Octodrine (USAN/INN)	146, 147, 148, 150, 151, 152, 153, 154, 155
D05229	Octoxinol (INN), Octoxynol 9 (NF), Polyoxysthylene mono(octylphenyl) ether, Triton X-100 (TN)	 
D05230	Octreotide pamoate (USAN)	6752
D05231	Octriptyline phosphate (USAN)	 
D05232	Octrizole (USAN/INN)	 
D05233	Octyldodecanol (NF)	 
D05234	Ofornine (USAN/INN)	 
D05235	Glufanide disodium, Oglufanide disodium (USAN)	 
D05236	Ointment, bland lubricating (USP)	 
D05237	Hydrophilic cream (JP17), Hydrophilic ointment, Hydrophilic ointment (TN), Ointment, hydrophilic (USP)	 
D05238	Ointment, rose water (USP)	 
D05239	Ointment, white (USP), White ointment (JP17)	 
D05240	Ointment, yellow (USP)	 
D05241	Olaflur (USAN/INN)	 
D05242	Oleic acid I 125 (USAN), Oletope I-125 (TN)	 
D05243	Oleic acid I 131 (USAN), Oletope (TN)	 
D05244	Oleovitamin A and D (USP)	 
D05245	Oleyl alcohol (NF), Witcohol 85 (TN)	 
D05246	Olmesartan (USAN/INN)	185
D05247	Beef tallow (JP17), Beef tallow (TN), Tallow	 
D05248	Freeze-dried inactivated tissue culture ravies vaccine (JP17)	 
D05249	Olvanil (USAN)	7442
D05250	Omaciclovir (USAN/INN)	 
D05251	Omalizumab (USAN/INN), Omalizumab (genetical recombination) (JAN), Xolair (TN)	2205
D05252	Rachromate (TN), Sodium chromate (51Cr) (JP17/INN), Sodium chromate Cr 51 (USP)	 
D05253	Starch, wheat (NF), Wheat starch (JP17)	 
D05254	Rice starch (JP17), Rice starch (TN), Starch, rice (NF)	 
D05255	Omacor (TN), Omega-3-acid ethyl esters (USAN)	1071, 4023
D05256	Diphtheria-tetanus combined toxoid (JP17)	 
D05257	Adsorbed diphtheria-tetanus combined toxoid (JP17)	 
D05258	Anteron (TN), Gonadotrophin, serum (JAN/INN), Serum gonadotrophin (JAN)	2492, 3973
D05259	Omeprazole magnesium (USAN), Prilosec OTC (TN)	495, 496
D05260	Naphtha, Petroleum benzin (JP17)	 
D05261	Omepral (TN), Omeprazole sodium hydrate, Omeprazole sodium injection (JAN)	495, 496
D05262	Omiganan pentahydrochloride (USAN)	 
D05263	Onercept (USAN/INN)	7124
D05265	Opebacan (USAN/INN)	 
D05266	Neumega (TN), Oprelvekin (USAN/INN), Oprelvekin (genetical recombination) (JAN)	3590
D05267	Orbofiban acetate (USAN)	3674, 3690
D05268	Orconazole nitrate (USAN)	 
D05269	Oregovomab (USAN/INN), Ovarex (TN)	94025
D05270	Orgotein (USAN/INN), Palosein (TN)	 
D05271	Orbactiv (TN), Oritavancin diphosphate (USAN)	 
D05272	Ormaplatin (USAN/INN)	 
D05273	Ormetoprim (USAN/INN)	 
D05274	Ornidazole (USAN/INN)	 
D05275	Orpanoxin (USAN/INN)	5742, 5743
D05276	Gastrozepin (TN), Pirenzepine hydrochloride hydrate (JP17)	1128, 1129, 1131, 1132, 1133
D05277	Atock (TN), Foradil (TN), Formoterol fumarate dihydrate, Formoterol fumarate hydrate (JP17)	154
D05278	Oxagrelate (USAN/INN)	10846, 27115, 50940, 5136, 5137, 5138, 5139, 5140, 5141, 5142, 5143, 5144, 5150, 5151, 5153, 8622
D05279	Purified shellac (JP17)	 
D05280	Oxamarin dihydrochloride, Oxamarin hydrochloride (USAN)	 
D05281	Oxamisole hydrochloride (USAN)	 
D05282	Arlacel 83 (TN), Sorbitan sesquioleate (JP17/NF/INN)	 
D05283	Dried sodium carbonate (JP17), Sodium carbonate (NF), Sodium carbonate, dried	 
D05284	Oxaprotiline hydrochloride (USAN)	6530
D05285	Oxarbazole (USAN/INN)	 
D05286	Simple syrup (JP17), Simple syrup (TN), Syrup (NF)	 
D05287	Simple ointment (JP17), Simple ointment (TN)	 
D05288	Thianthol (JP17)	 
D05289	Camellia oil (JP17), Tsubaki oil (TN)	 
D05290	Oxetorone fumarate (USAN)	 
D05291	Oxfendazole (USP/INN), Synanthic [veterinary] (TN)	 
D05292	Oxfenicine (USAN/INN)	126129, 1374, 1375
D05293	Anthelcide EQ (TN), Oxibendazole (USAN/INN)	 
D05294	Oxidopamine (USAN/INN)	 
D05295	Smallpox vaccine (USP)	 
D05296	Oxidronic acid (USAN)	 
D05297	Corn starch (JP17), Corn starch (TN), Starch, corn (NF)	 
D05298	Oxifungin hydrochloride (USAN)	 
D05299	Oxilorphan (USAN/INN)	4986
D05300	Oximonam (USAN/INN)	 
D05301	Lard (JP17), Lard oil (TN)	 
D05302	Oximonam sodium (USAN)	 
D05303	Oxiramide (USAN/INN)	 
D05304	Moroline (TN), Petrolatum, white (USP), White petrolatum (JP17)	 
D05305	Oxisuran (USAN/INN)	 
D05306	Oxmetidine hydrochloride (USAN)	3274
D05307	Oxmetidine mesylate (USAN)	3274
D05308	Oxogestone phenpropionate (USAN)	5241
D05309	Oxybenzone (USP/INN), Uvinul 40 (TN)	 
D05310	Oxychlorosene (USAN)	 
D05311	Clorpactin WCS-90 (TN), Oxychlorosene sodium (USAN)	 
D05312	Oxycodone (USAN/INN)	4985, 4986, 4988
D05313	Freeze-dried japanese encephalitis vaccine (JP17), Ixiaro (TN), Japanese encephalitis vaccine (JP17)	 
D05315	Oxygen 93 percent (USP)	 
D05316	Adsorbed tetanus toxoid (JP17), Tetanus toxoid adsorbed (USP)	 
D05317	Freeze-dried habu antivenom, equine (JP17)	 
D05318	Potato starch (JP17), Potato starch (TN), Starch, potato (NF)	 
D05319	Oxyphenbutazone hydrate, Tandearil (TN)	5742, 5743
D05320	Isocrin (TN), Oxyphenisatin acetate (USAN)	 
D05321	Oxyquinoline (USAN)	 
D05322	Oxytetracycline calcium (USP), Terramycin (TN)	 
D05323	Ozolinone (USAN)	 
D05324	Adsorbed hepatitis B vaccine (huGK-14 cell origin) (JAN)	 
D05326	Coconut oil (JP17/NF)	 
D05327	Eucalyptus oil (JP17)	 
D05328	Iodocapsule 123 (TN), Sodium iodide (123I) (JP17), Sodium iodide I 123 (USP)	 
D05329	Ringer's injection (USP), Ringer's solution (JP17), Ringer's solution (TN)	 
D05330	Weil's disease and akiyami combined vaccine (JP17)	 
D05331	Petrolatum (USP), Yellow petrolatum (JP17)	 
D05332	Hydrophilic petrolatum (JP17), Petrolatum, hydrophilic	 
D05333	Paclitaxel poliglumex (USAN/INN)	10381, 10382, 10383, 203068, 347688, 347733, 7280, 81027, 84617
D05334	Padimate (INN), Padimate A (USAN)	 
D05335	Arlatone UVB (TN), Padimate O (USP)	 
D05337	Paldimycin (USAN)	 
D05338	Kepivance (TN), Palifermin (USAN/INN)	2263
D05339	Invega (TN), Paliperidone (JAN/USAN/INN)	1813, 3356
D05340	Paliperidone palmitate (JAN/USAN), Trevicta (TN), Xeplion (TN)	1813, 3356
D05341	Palmitic acid (NF)	 
D05342	Palmoxirate sodium (USAN)	 
D05343	Aloxi (TN), Palonosetron hydrochloride (JAN/USAN)	170572, 200909, 285242, 3359, 9177
D05344	Pamaqueside (USAN/INN)	 
D05345	Pamatolol sulfate (USAN)	153, 154, 155
D05346	Panadiplon (USAN/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D05347	Acrinol and zinc oxide oil (JP17)	 
D05348	Pancopride (USAN/INN)	170572, 200909, 285242, 3359, 9177
D05349	Cotazym (TN), Creon (TN), Pancrease (TN), Pancrelipase (JAN/USP), Zenpep (TN)	 
D05350	Panitumumab (USAN/INN), Panitumumab (genetical recombination) (JAN), Vectibix (TN)	1956
D05351	Josamy (TN), Josamycin propionate (JP17)	 
D05352	Isotonic sodium chloride solution (JP17)	 
D05353	Pantoprazole (USAN/INN)	495, 496
D05354	Absorptive cream (JP17), Absorptive ointment	 
D05355	Caroid (TN), Papain (USP)	 
D05356	Adsorbed diphtheria-purified pertussis-tetanus combined vaccine (JP17)	 
D05357	Parachlorophenol, camphorated (USAN)	 
D05358	Paraffin, synthetic (NF)	 
D05359	Paranyline hydrochloride (USAN)	 
D05360	Parapenzolate bromide (USAN/INN)	1128, 1129, 1131, 1132, 1133
D05361	Pararosaniline embonate (INN), Pararosaniline pamoate (USAN), Pararosaniline pamoate dihydrate	 
D05362	Meruvax (TN), Rubella virus vaccine live (USP)	 
D05363	Pullulan (JP17)	 
D05364	ALX 1-11, Natpara (TN), PTH, Parathormone, Parathyroid hormone (INN), Parathyroid hormone (human) (USAN)	5745, 5746
D05365	Parbendazole (USAN/INN)	 
D05366	Meptin (TN), Procaterol hydrochloride hydrate (JP17)	154
D05367	Parconazole hydrochloride (USAN)	 
D05368	Freeze-dried botulism antitoxin, equine (JP17)	 
D05369	Paregoric (USP)	 
D05371	Pareptide sulfate (USAN)	 
D05372	Freeze-dried mamushi antivenom, equine (JP17)	 
